0,1,2
no becaus he like to play with doll,boy should not play with doll,1
i disagre becaus need to talk with father,woman should toler violenc to keep her famili togeth,1
becaus prathmesh father hit hi mother everyday in my opnion prathmesh father be harass that whi prathesh be ask mother to go villag,woman should toler violenc to keep her famili togeth,1
ye becaus she should wear good cloth,girl who wear western and reveal cloth invit harass,0
ye she should not wear such cloth,girl who wear western and reveal cloth invit harass,0
no becaus suresh should explain it to hi wife,affair it be alright for a man to beat hi wife if she be unfaith,1
no boy should think that they be like our sister,one should take action when boy teas girl,1
no becaus her parent decis make her sad,take care of children be a girl respons,1
ye thi be gauri choic,girl who wear western and reveal cloth invit harass,0
no let both of them studi,both girl and boy have equal right to educ and both be respons for household chore,1
ye becaus he alreadi tell them if you dint stop to harrass trhe girl i will leav your compani,one should take action when boy teas girl,1
no becaus it be wrong,girl should not go out at night or the safest way to protect girl be by them stay at home,1
no becaus if both work then more money will come in the hous and the situat will be better,man role be to provid for hi famili while a woman job be to look after her famili,1
if shushil learn good thing he will be abl to do some cours when he grow up so hi parent be correct,boy should not play with doll,0
